,dates,times,orders,prices,staff
1396,16-09-2021,7:37,"['Pour-over normal', 'Pour-over special']","[100, 200]",Penguin
1397,16-09-2021,8:25,"['Pour-over normal', 'Latte', 'Pour-over special']","[100, 70, 200]",Penguin
1398,16-09-2021,8:52,['Pour-over special'],[200],Penguin
1399,16-09-2021,8:53,['Coffee beans special 200'],[600],Penguin
1400,16-09-2021,9:37,['Pour-over normal'],[100],Penguin
1401,16-09-2021,9:41,"['Pour-over normal', 'Pour-over normal', 'Pour-over special', 'Pour-over normal', 'Pour-over special']","[100, 100, 200, 100, 200]",Penguin
1402,17-09-2021,11:18,['Pour-over special'],[200],Rambo
1403,17-09-2021,13:17,"['Pour-over normal', 'Pour-over special']","[100, 200]",Rambo
1404,17-09-2021,13:28,"['Americano', 'Americano']","[50, 50]",Rambo
1405,17-09-2021,14:02,"['Flat white', 'Macchiato']","[70, 75]",Rambo
1406,17-09-2021,16:18,['Americano'],[50],Rambo
1407,17-09-2021,9:12,['Americano'],[50],Rambo
1408,17-09-2021,9:44,['Pour-over normal'],[100],Rambo
1409,18-09-2021,10:08,['Coffee beans 200'],[400],Medse
1410,18-09-2021,11:01,"['Pour-over normal', 'Pour-over special']","[100, 200]",Medse
1411,18-09-2021,12:02,['Americano'],[50],Medse
1412,18-09-2021,13:25,"['Espresso shot', 'Pour-over normal', 'Pour-over special']","[30, 100, 200]",Medse
1413,18-09-2021,13:30,['Pour-over special'],[200],Medse
1414,18-09-2021,13:48,"['Americano', 'Pour-over special', 'Latte']","[50, 200, 70]",Medse
1415,18-09-2021,13:53,"['Coffee beans 200', 'Cappucino']","[400, 70]",Medse
1416,18-09-2021,15:57,['Macchiato'],[75],Medse
1417,18-09-2021,16:18,"['Cappucino', 'Cappucino']","[70, 70]",Medse
1418,18-09-2021,16:18,['Pour-over special'],[200],Medse
1419,18-09-2021,8:41,"['Pour-over special', 'Americano']","[200, 50]",Medse
1420,18-09-2021,9:07,"['Pour-over normal', 'Coffee beans 200']","[100, 400]",Medse
1421,18-09-2021,9:32,"['Flat white', 'Flat white']","[70, 70]",Medse
1422,19-09-2021,12:22,"['Mocha', 'Cappucino', 'Cappucino', 'Pour-over special', 'Americano']","[75, 70, 70, 200, 50]",Medse
1423,19-09-2021,12:28,['Pour-over special'],[200],Medse
1424,19-09-2021,13:20,"['Mocha', 'Latte']","[75, 70]",Medse
1425,19-09-2021,14:18,['Pour-over special'],[200],Medse
1426,19-09-2021,14:38,"['Latte', 'Latte']","[70, 70]",Medse
1427,19-09-2021,15:18,"['Macchiato', 'Latte']","[75, 70]",Medse
1428,19-09-2021,16:40,"['Americano', 'Pour-over normal', 'Latte', 'Pour-over normal', 'Cappucino']","[50, 100, 70, 100, 70]",Medse
1429,19-09-2021,8:30,"['Cappucino', 'Pour-over normal']","[70, 100]",Medse
1430,19-09-2021,9:44,['Pour-over normal'],[100],Medse
1431,19-09-2021,9:52,['Coffee beans special 200'],[600],Medse
1432,20-09-2021,10:15,['Mocha'],[75],Rambo
1433,20-09-2021,10:23,"['Flat white', 'Pour-over normal']","[70, 100]",Rambo
1434,20-09-2021,10:27,['Pour-over normal'],[100],Rambo
1435,20-09-2021,10:40,"['Pour-over special', 'Cappucino']","[200, 70]",Rambo
1436,20-09-2021,10:51,['Coffee beans special 200'],[600],Rambo
1437,20-09-2021,10:54,['Pour-over special'],[200],Rambo
1438,20-09-2021,11:18,['Americano'],[50],Rambo
1439,20-09-2021,11:59,['Americano'],[50],Rambo
1440,20-09-2021,12:01,['Coffee beans 200'],[400],Rambo
1441,20-09-2021,13:19,"['Americano', 'Pour-over special']","[50, 200]",Rambo
1442,20-09-2021,13:35,"['Pour-over normal', 'Americano', 'Pour-over special', 'Pour-over special']","[100, 50, 200, 200]",Rambo
1443,20-09-2021,13:55,"['Coffee beans 200', 'Pour-over normal']","[400, 100]",Rambo
1444,20-09-2021,15:37,"['Pour-over normal', 'Latte', 'Macchiato']","[100, 70, 75]",Rambo
1445,20-09-2021,16:27,"['Coffee beans 200', 'Macchiato']","[400, 75]",Rambo
1446,20-09-2021,7:01,['Pour-over normal'],[100],Rambo
1447,20-09-2021,7:10,['Cappucino'],[70],Rambo
1448,20-09-2021,7:29,"['Mocha', 'Coffee beans 200']","[75, 400]",Rambo
1449,20-09-2021,8:49,['Latte'],[70],Rambo
1450,20-09-2021,9:01,['Pour-over normal'],[100],Rambo
1451,20-09-2021,9:13,"['Pour-over normal', 'Latte', 'Latte']","[100, 70, 70]",Rambo
1452,20-09-2021,9:15,"['Espresso shot', 'Latte']","[30, 70]",Rambo
1453,20-09-2021,9:19,"['Coffee beans special 200', 'Mocha', 'Espresso shot']","[600, 75, 30]",Rambo
1454,21-09-2021,11:10,['Pour-over normal'],[100],Penguin
1455,21-09-2021,11:13,['Cappucino'],[70],Penguin
1456,21-09-2021,11:17,"['Pour-over normal', 'Flat white']","[100, 70]",Penguin
1457,21-09-2021,11:29,['Flat white'],[70],Penguin
1458,21-09-2021,12:23,"['Cappucino', 'Espresso shot', 'Flat white']","[70, 30, 70]",Penguin
1459,21-09-2021,12:28,"['Americano', 'Mocha']","[50, 75]",Penguin
1460,21-09-2021,12:44,"['Pour-over special', 'Coffee beans special 200', 'Espresso shot']","[200, 600, 30]",Penguin
1461,21-09-2021,13:19,['Coffee beans 200'],[400],Penguin
1462,21-09-2021,13:52,"['Mocha', 'Pour-over normal', 'Americano', 'Flat white', 'Flat white']","[75, 100, 50, 70, 70]",Penguin
1463,21-09-2021,14:23,"['Flat white', 'Mocha', 'Pour-over special']","[70, 75, 200]",Penguin
1464,21-09-2021,14:30,['Pour-over special'],[200],Penguin
1465,21-09-2021,14:32,['Latte'],[70],Penguin
1466,21-09-2021,15:23,"['Mocha', 'Pour-over normal']","[75, 100]",Penguin
1467,21-09-2021,15:54,['Macchiato'],[75],Penguin
1468,21-09-2021,16:22,"['Pour-over normal', 'Coffee beans 200']","[100, 400]",Penguin
1469,21-09-2021,16:37,['Mocha'],[75],Penguin
1470,21-09-2021,16:42,"['Latte', 'Macchiato', 'Pour-over normal']","[70, 75, 100]",Penguin
1471,21-09-2021,16:56,"['Coffee beans 200', 'Pour-over normal', 'Espresso shot']","[400, 100, 30]",Penguin
1472,21-09-2021,7:32,"['Pour-over normal', 'Coffee beans 200']","[100, 400]",Penguin
1473,21-09-2021,7:51,['Pour-over special'],[200],Penguin
1474,21-09-2021,7:54,['Pour-over normal'],[100],Penguin
1475,21-09-2021,8:50,['Latte'],[70],Penguin
1476,21-09-2021,9:37,['Americano'],[50],Penguin
1477,21-09-2021,9:43,"['Pour-over special', 'Pour-over normal']","[200, 100]",Penguin
1478,22-09-2021,11:03,['Pour-over normal'],[100],Rambo
1479,22-09-2021,11:07,['Macchiato'],[75],Rambo
1480,22-09-2021,11:12,"['Espresso shot', 'Pour-over special']","[30, 200]",Rambo
1481,22-09-2021,12:09,"['Pour-over special', 'Coffee beans 200']","[200, 400]",Rambo
1482,22-09-2021,12:10,"['Latte', 'Pour-over normal', 'Flat white']","[70, 100, 70]",Rambo
1483,22-09-2021,12:20,"['Pour-over normal', 'Mocha']","[100, 75]",Rambo
1484,22-09-2021,12:30,"['Coffee beans 200', 'Macchiato']","[400, 75]",Rambo
1485,22-09-2021,12:38,['Cappucino'],[70],Rambo
1486,22-09-2021,12:44,"['Mocha', 'Americano', 'Latte']","[75, 50, 70]",Rambo
1487,22-09-2021,15:39,['Americano'],[50],Rambo
1488,22-09-2021,15:46,"['Espresso shot', 'Cappucino', 'Cappucino']","[30, 70, 70]",Rambo
1489,22-09-2021,15:53,['Americano'],[50],Rambo
1490,22-09-2021,16:02,['Pour-over normal'],[100],Rambo
1491,22-09-2021,16:10,"['Americano', 'Macchiato', 'Pour-over normal', 'Pour-over special']","[50, 75, 100, 200]",Rambo
1492,22-09-2021,16:32,"['Latte', 'Americano']","[70, 50]",Rambo
1493,22-09-2021,7:15,['Latte'],[70],Rambo
1494,22-09-2021,7:49,"['Americano', 'Pour-over normal']","[50, 100]",Rambo
1495,22-09-2021,8:30,"['Flat white', 'Americano']","[70, 50]",Rambo
1496,22-09-2021,9:05,"['Pour-over special', 'Pour-over normal']","[200, 100]",Rambo
1497,22-09-2021,9:17,['Cappucino'],[70],Rambo
1498,23-09-2021,11:49,['Pour-over special'],[200],Penguin
1499,23-09-2021,12:38,"['Coffee beans 200', 'Coffee beans special 200']","[400, 600]",Penguin
1500,23-09-2021,12:55,"['Mocha', 'Coffee beans special 200']","[75, 600]",Penguin
1501,23-09-2021,14:17,['Americano'],[50],Penguin
1502,23-09-2021,16:05,"['Coffee beans 200', 'Latte']","[400, 70]",Penguin
1503,23-09-2021,7:20,"['Coffee beans special 200', 'Pour-over normal']","[600, 100]",Penguin
1504,23-09-2021,8:17,"['Flat white', 'Pour-over normal', 'Coffee beans special 200', 'Pour-over normal']","[70, 100, 600, 100]",Penguin
1505,23-09-2021,8:23,['Pour-over special'],[200],Penguin
1506,23-09-2021,8:26,"['Coffee beans special 200', 'Macchiato', 'Pour-over normal']","[600, 75, 100]",Penguin
1507,23-09-2021,9:02,['Coffee beans special 200'],[600],Penguin
1508,23-09-2021,9:14,"['Latte', 'Pour-over normal', 'Coffee beans special 200']","[70, 100, 600]",Penguin
1509,24-09-2021,10:09,['Pour-over special'],[200],Rambo
1510,24-09-2021,10:09,['Pour-over special'],[200],Rambo
1511,24-09-2021,10:39,"['Latte', 'Pour-over special', 'Macchiato']","[70, 200, 75]",Rambo
1512,24-09-2021,11:37,"['Pour-over normal', 'Espresso shot', 'Americano']","[100, 30, 50]",Rambo
1513,24-09-2021,11:59,['Flat white'],[70],Rambo
1514,24-09-2021,12:29,['Espresso shot'],[30],Rambo
1515,24-09-2021,12:41,['Pour-over normal'],[100],Rambo
1516,24-09-2021,13:06,"['Espresso shot', 'Pour-over normal']","[30, 100]",Rambo
1517,24-09-2021,13:20,['Pour-over normal'],[100],Rambo
1518,24-09-2021,14:04,"['Pour-over normal', 'Latte']","[100, 70]",Rambo
1519,24-09-2021,14:52,"['Macchiato', 'Pour-over special']","[75, 200]",Rambo
1520,24-09-2021,15:58,['Macchiato'],[75],Rambo
1521,24-09-2021,7:00,"['Latte', 'Flat white', 'Americano']","[70, 70, 50]",Rambo
1522,24-09-2021,7:00,"['Americano', 'Latte', 'Pour-over normal']","[50, 70, 100]",Rambo
1523,24-09-2021,7:51,"['Pour-over special', 'Coffee beans 200', 'Pour-over normal', 'Latte', 'Coffee beans 200']","[200, 400, 100, 70, 400]",Rambo
1524,24-09-2021,8:22,"['Cappucino', 'Flat white']","[70, 70]",Rambo
1525,24-09-2021,8:24,['Pour-over special'],[200],Rambo
1526,24-09-2021,8:55,['Latte'],[70],Rambo
1527,24-09-2021,9:16,"['Cappucino', 'Coffee beans 200']","[70, 400]",Rambo
1528,24-09-2021,9:55,['Latte'],[70],Rambo
1529,25-09-2021,10:13,"['Pour-over normal', 'Cappucino']","[100, 70]",Medse
1530,25-09-2021,11:48,['Mocha'],[75],Medse
1531,25-09-2021,11:48,"['Macchiato', 'Americano']","[75, 50]",Medse
1532,25-09-2021,12:17,"['Cappucino', 'Americano']","[70, 50]",Medse
1533,25-09-2021,13:01,"['Mocha', 'Pour-over normal']","[75, 100]",Medse
1534,25-09-2021,13:08,['Macchiato'],[75],Medse
1535,25-09-2021,13:12,['Cappucino'],[70],Medse
1536,25-09-2021,14:07,['Coffee beans 200'],[400],Medse
1537,25-09-2021,14:23,['Flat white'],[70],Medse
1538,25-09-2021,14:45,['Pour-over normal'],[100],Medse
1539,25-09-2021,15:32,"['Pour-over normal', 'Cappucino']","[100, 70]",Medse
1540,25-09-2021,15:57,['Americano'],[50],Medse
1541,25-09-2021,16:14,"['Coffee beans 200', 'Macchiato']","[400, 75]",Medse
1542,25-09-2021,16:33,"['Macchiato', 'Mocha', 'Macchiato', 'Americano']","[75, 75, 75, 50]",Medse
1543,25-09-2021,9:05,"['Latte', 'Espresso shot']","[70, 30]",Medse
1544,25-09-2021,9:52,"['Americano', 'Cappucino']","[50, 70]",Medse
1545,26-09-2021,10:27,['Americano'],[50],Medse
1546,26-09-2021,11:07,['Pour-over special'],[200],Medse
1547,26-09-2021,14:27,['Flat white'],[70],Medse
1548,26-09-2021,16:17,['Pour-over special'],[200],Medse
1549,26-09-2021,16:35,['Macchiato'],[75],Medse
1550,26-09-2021,7:23,"['Cappucino', 'Flat white', 'Flat white']","[70, 70, 70]",Medse
1551,26-09-2021,7:40,"['Flat white', 'Flat white']","[70, 70]",Medse
1552,26-09-2021,7:42,"['Pour-over special', 'Mocha']","[200, 75]",Medse
1553,26-09-2021,8:23,"['Flat white', 'Americano']","[70, 50]",Medse
1554,26-09-2021,8:45,"['Cappucino', 'Cappucino']","[70, 70]",Medse
1555,26-09-2021,9:08,['Pour-over special'],[200],Medse
1556,26-09-2021,9:54,"['Coffee beans 200', 'Pour-over special']","[400, 200]",Medse
1557,27-09-2021,10:12,['Pour-over special'],[200],Rambo
1558,27-09-2021,11:10,"['Coffee beans 200', 'Coffee beans 200']","[400, 400]",Rambo
1559,27-09-2021,11:11,['Coffee beans 200'],[400],Rambo
1560,27-09-2021,15:50,['Pour-over special'],[200],Rambo
1561,27-09-2021,8:24,['Americano'],[50],Rambo
1562,28-09-2021,10:29,['Cappucino'],[70],Penguin
1563,28-09-2021,10:45,"['Mocha', 'Americano']","[75, 50]",Penguin
1564,28-09-2021,10:47,"['Latte', 'Espresso shot', 'Pour-over normal']","[70, 30, 100]",Penguin
1565,28-09-2021,11:14,"['Pour-over special', 'Latte']","[200, 70]",Penguin
1566,28-09-2021,11:16,"['Pour-over normal', 'Cappucino']","[100, 70]",Penguin
1567,28-09-2021,11:33,"['Pour-over special', 'Espresso shot']","[200, 30]",Penguin
1568,28-09-2021,12:10,['Cappucino'],[70],Penguin
1569,28-09-2021,12:28,"['Coffee beans 200', 'Pour-over special', 'Coffee beans special 200']","[400, 200, 600]",Penguin
1570,28-09-2021,12:54,"['Pour-over special', 'Pour-over special', 'Coffee beans 200', 'Cappucino']","[200, 200, 400, 70]",Penguin
1571,28-09-2021,12:55,"['Pour-over normal', 'Pour-over special']","[100, 200]",Penguin
1572,28-09-2021,12:56,['Latte'],[70],Penguin
1573,28-09-2021,13:37,"['Mocha', 'Macchiato', 'Mocha']","[75, 75, 75]",Penguin
1574,28-09-2021,14:23,['Latte'],[70],Penguin
1575,28-09-2021,15:18,"['Latte', 'Americano']","[70, 50]",Penguin
1576,28-09-2021,15:44,['Pour-over normal'],[100],Penguin
1577,28-09-2021,16:05,"['Pour-over special', 'Pour-over normal']","[200, 100]",Penguin
1578,28-09-2021,16:28,['Cappucino'],[70],Penguin
1579,28-09-2021,16:35,['Flat white'],[70],Penguin
1580,28-09-2021,16:36,['Espresso shot'],[30],Penguin
1581,28-09-2021,7:02,['Pour-over normal'],[100],Penguin
1582,28-09-2021,7:18,['Cappucino'],[70],Penguin
1583,28-09-2021,7:37,['Flat white'],[70],Penguin
1584,28-09-2021,7:52,['Flat white'],[70],Penguin
1585,28-09-2021,9:28,['Macchiato'],[75],Penguin
1586,28-09-2021,9:41,"['Pour-over special', 'Latte']","[200, 70]",Penguin
1587,29-09-2021,10:18,['Cappucino'],[70],Rambo
1588,29-09-2021,11:46,"['Macchiato', 'Pour-over special']","[75, 200]",Rambo
1589,29-09-2021,12:01,"['Flat white', 'Espresso shot', 'Americano', 'Mocha', 'Latte']","[70, 30, 50, 75, 70]",Rambo
1590,29-09-2021,12:59,['Pour-over normal'],[100],Rambo
1591,29-09-2021,13:19,['Pour-over normal'],[100],Rambo
1592,29-09-2021,13:22,"['Mocha', 'Flat white']","[75, 70]",Rambo
1593,29-09-2021,13:34,['Flat white'],[70],Rambo
1594,29-09-2021,13:34,"['Flat white', 'Espresso shot']","[70, 30]",Rambo
1595,29-09-2021,14:25,"['Pour-over special', 'Macchiato', 'Latte', 'Latte']","[200, 75, 70, 70]",Rambo
1596,29-09-2021,14:43,['Latte'],[70],Rambo
1597,29-09-2021,15:08,['Pour-over special'],[200],Rambo
1598,29-09-2021,15:25,"['Pour-over normal', 'Pour-over special']","[100, 200]",Rambo
1599,29-09-2021,15:31,"['Pour-over special', 'Pour-over normal']","[200, 100]",Rambo
1600,29-09-2021,16:04,['Flat white'],[70],Rambo
1601,29-09-2021,16:08,"['Pour-over normal', 'Pour-over special', 'Pour-over normal']","[100, 200, 100]",Rambo
1602,29-09-2021,16:25,['Macchiato'],[75],Rambo
1603,29-09-2021,16:58,['Pour-over normal'],[100],Rambo
1604,29-09-2021,7:20,['Flat white'],[70],Rambo
1605,29-09-2021,7:38,['Americano'],[50],Rambo
1606,29-09-2021,7:41,['Pour-over special'],[200],Rambo
1607,29-09-2021,7:42,"['Flat white', 'Macchiato', 'Latte']","[70, 75, 70]",Rambo
1608,29-09-2021,7:58,"['Espresso shot', 'Latte']","[30, 70]",Rambo
1609,29-09-2021,8:42,['Flat white'],[70],Rambo
1610,29-09-2021,8:45,"['Americano', 'Macchiato', 'Pour-over special']","[50, 75, 200]",Rambo
1611,29-09-2021,9:31,"['Pour-over special', 'Cappucino']","[200, 70]",Rambo
1612,30-09-2021,10:00,"['Pour-over normal', 'Flat white']","[100, 70]",Penguin
1613,30-09-2021,10:35,['Americano'],[50],Penguin
1614,30-09-2021,11:08,"['Flat white', 'Pour-over normal', 'Pour-over special']","[70, 100, 200]",Penguin
1615,30-09-2021,12:03,"['Coffee beans 200', 'Pour-over normal', 'Mocha']","[400, 100, 75]",Penguin
1616,30-09-2021,12:25,"['Espresso shot', 'Pour-over normal']","[30, 100]",Penguin
1617,30-09-2021,12:46,['Latte'],[70],Penguin
1618,30-09-2021,13:41,['Cappucino'],[70],Penguin
1619,30-09-2021,13:55,['Cappucino'],[70],Penguin
1620,30-09-2021,15:11,"['Cappucino', 'Latte']","[70, 70]",Penguin
1621,30-09-2021,15:35,['Pour-over special'],[200],Penguin
1622,30-09-2021,15:36,"['Flat white', 'Flat white']","[70, 70]",Penguin
1623,30-09-2021,16:06,['Espresso shot'],[30],Penguin
1624,30-09-2021,16:45,"['Flat white', 'Pour-over special']","[70, 200]",Penguin
1625,30-09-2021,7:19,['Pour-over normal'],[100],Penguin
1626,30-09-2021,7:30,['Pour-over special'],[200],Penguin
1627,30-09-2021,7:56,"['Espresso shot', 'Flat white', 'Cappucino', 'Latte']","[30, 70, 70, 70]",Penguin
1628,30-09-2021,8:24,"['Flat white', 'Mocha']","[70, 75]",Penguin
